id_bien;code_departement_code_commune;numero_voie;b_t_q;type_voie;code_voie;voie;prefix_section;section;numero_plan;lot;surface_carrez;surface_reelle;surface_terrain;type_local;nombre_piece
94033159160V11418;94033;15;;RUE;9160;DE TRUCY;;V;114;18;29.07;15;;Appartement;1
9404136300AB23847;94041;3;;ALL;6300;MULATRESSE SOLITUDE;;AB;238;47;68.02;67;;Appartement;3
9404244420T139211;94042;4;;RUE;4420;HALIFAX;;T;139;211;73.81;76;;Appartement;3
94052650D63201;94052;6;;RUE;50;ANQUETIL;;D;63;201;50.08;50;;Appartement;2
9406883605BJ1613;94068;83;;AV;605;DU BAC;;BJ;16;13;61.93;62;;Appartement;3
9407116980AV3111;94071;16;;RUE;980;DU MOUTIER;;AV;31;11;34.2;34;;Appartement;2
9407617150X1201;94076;1;;RUE;7150;PIERRE ET MARIE CURIE;;X;120;1;39.39;39;;Appartement;2
940797311AB16837;94079;7;;ALL;311;DE DERRIERE LES JARDINS;;AB;168;37;84.23;82;;Appartement;4
94080744715H1289;94080;74;;RUE;4715;DE LA JARRY;;H;12;89;50.6;50;;Appartement;3
94080277125I5622;94080;27;;AV;7125;PAUL DEROULEDE;;I;56;22;25.14;20;;Appartement;1
952034317AP73488;95203;4;;RUE;317;DE LA BRIQUETERIE;;AP;734;88;64;63;;Appartement;3
952181107AO909225;95218;1;;RUE;107;DES CAPUCINES;;AO;909;225;45.04;46;;Appartement;2
952181355AT333;95218;1;;RUE;355;DU PAPIER COUCHE;;AT;33;3;56.86;57;;Appartement;3
95500201140AK77214;95500;20;;RUE;1140;DES MARECHAUX;;AK;772;14;77.71;77;;Appartement;4
9557276323BA2828;95572;76;;RUE;323;GEORGE SAND;;BA;28;28;61.05;61;;Appartement;3
042099003720AS4567;04209;9003;;PL;720;DE L HORLOGE;;AS;456;7;105.71;119;;Appartement;4
1407917840AB754306;14079;17;;RUE;840;DE VERDUN;;AB;754;306;30.09;30;;Appartement;2
147546412279AR90287;14754;6412;;CHE;279;DE BOIS LURETTE;;AR;90;287;30.38;30;;Appartement;2
54395101870BV1923;54395;10;;RUE;1870;FERRI III;;BV;19;23;47.04;46;;Appartement;2
7425629251A13822;74256;29;;RTE;251;DE CUSIN;;A;138;22;63.14;62;;Appartement;3
770145520D69525;77014;5;;RUE;520;DU ROCHER;;D;695;25;45.61;49;;Appartement;2
80021125560XY121314;80021;12;;RUE;5560;MARTIN BLEU DIEU;;XY;121;314;34.99;35;;Appartement;1
8211271420CR308100;82112;7;;AV;1420;DU DOCTEUR ROUANET;;CR;308;100;67.19;67;;Appartement;4
9122392080AN2612;91223;9;;RUE;2080;DE LA JUIVERIE;;AN;261;2;31.49;36;;Appartement;1
011601160AE511;01160;1;;RUE;160;DE GEX;;AE;51;1;82.59;75;;Appartement;3
012881402C230711;01288;140;;RUE;2;DE L'ABBE JOLIVET;;C;2307;11;109.22;109;;Maison;5
0407011090AE2213;04070;1;;RUE;1090;DES MONGES;;AE;221;3;144.6;120;;Appartement;4
0602932760BT16816;06029;3;;RUE;2760;NOTRE-DAME;;BT;168;16;31.21;32;;Appartement;2
0603256200AE6793;06032;56;;AV;200;DU TROIS SEPTEMBRE;;AE;67;93;24.58;24;;Appartement;1
06079114451AR52808;06079;114;;AV;451;GASTON DE FONTMICHEL;;AR;52;808;36.6;36;;Appartement;2
06083551360BI366118;06083;55;;AV;1360;DE SOSPEL;;BI;366;118;29;29;;Appartement;1
060836491356BL343116;06083;649;;PROM;1356;DU SOLEIL;;BL;343;116;54.34;57;;Appartement;2
06088172985KY13827;06088;17;;RUE;2985;GOUNOD;;KY;138;27;32.83;33;;Appartement;2
0608841410LE363177;06088;4;;BD;1410;CIMIEZ;;LE;363;177;133.44;144;;Appartement;4
10325B030AT1202;10325;;;;B030;LES FEUILLATES;;AT;120;2;63.58;63;;Appartement;3
1034317D90AP46710;10343;17;D;RUE;90;DE LA COOPERATIVE;;AP;467;10;50.75;50;;Appartement;3
10362146311AC96430;10362;146;;AV;311;GEN GALLIENI;;AC;964;30;47.88;48;;Appartement;2
103622660AD3211;10362;2;;RUE;660;NVE DE LA REPUBLIQUE;;AD;321;1;68.03;66;;Appartement;3
111701A030AT238;11170;1;;RES;A030;GRUISSAN PORT;;AT;23;8;23.89;25;;Appartement;3
1117015623AY18316;11170;156;;PL;23;DE LA BONANCE;;AY;18;316;22.15;28;;Appartement;2
130052207AE373127;13005;2;;RUE;207;DE LA BIBLIOTHEQUE;;AE;373;127;82.72;84;;Appartement;5
1302226300CE3111;13022;26;;RUE;300;DOCT SEVERIN ICARD;;CE;31;11;36.8;37;;Appartement;3
13028363AB881;13028;3;;RUE;63;ANTOINE PIRRODI;;AB;88;1;29.29;30;;Appartement;1
13028432942BI2984;13028;432;;BD;942;DE LAVAUX;;BI;298;4;115.53;114;;Appartement;4
1310120039AE2082;13101;200;;CHEM;39;DU COULET;;AE;208;2;92.99;61;;Maison;3
132052942193822A1779;13205;294;;BD;2193;CHAVE;822;A;177;9;64.45;63;;Appartement;3
13207621267829A18410;13207;62;;BD;1267;BOMPARD;829;A;184;10;24.89;40;;Appartement;3
1320721715832B57437;13207;2;;RUE;1715;CAPITAINE DESSEMOND;832;B;57;437;22.71;22;;Appartement;1
13208277963843N4731;13208;27;;RUE;7963;ROCCA;843;N;47;31;85.37;86;;Appartement;4
132091A505849N9490;13209;1;;RES;A505;LE LANCIER;849;N;94;90;31.28;32;;Appartement;1
13210686125855E23644;13210;68;;BD;6125;MIREILLE LAUZE;855;E;236;44;112.09;111;;Appartement;5
142206628AC488105;14220;6;;AV;628;ROGER DELIENCOURT;;AC;488;105;41.78;43;;Appartement;2
1475441520AD513129;14754;4;;AV;1520;DE LA REPUBLIQUE;;AD;513;129;47.05;46;;Appartement;2
18033153060DY742158;18033;15;;RUE;3060;JEAN JACQUES ROUSSEAU;;DY;742;158;77.87;78;;Appartement;3
1903152230DI12439;19031;5;;RUE;2230;D ESPAGNAC;;DI;124;39;70.19;71;;Appartement;3
2227881490BE2805;22278;8;;PL;1490;DU GUESCLIN;;BE;280;5;168.7;123;;Appartement;4
2A3626113B537F184919;2A362;6113;;;B537;SUVERA TORTA;;F;1849;19;32.16;32;;Maison;2
30106549543AV4394;30106;5495;;CHE;43;NEUF;;AV;439;4;82.11;84;;Maison;4
301891631335CY110123;30189;163;;RUE;1335;DE BRUNSWICK;;CY;110;123;36.29;40;;Appartement;1
30189748415LC442123;30189;74;;IMP;8415;DES LUPINS;;LC;442;123;65.24;65;;Appartement;3
31203424AD31410;31203;4;;RUE;24;DEMOISELLES DE GASCOGNE;;AD;314;10;36.46;38;;Appartement;2
31555106880830AN23329;31555;10;;BD;6880;PIERRE CURIE;830;AN;233;29;60.16;65;;Appartement;3
330397226AH9686;33039;7;;RUE;226;ARISTIDE DE SOUSA-MENDES;;AH;96;86;56.67;59;;Appartement;3
330394221930AY1208;33039;422;;RTE;1930;DE TOULOUSE;;AY;120;8;50.16;50;;Appartement;2
33063517175HB2113;33063;51;;RUE;7175;DE PESSAC;;HB;211;3;26.39;26;;Appartement;1
335141217AE2605;33514;12;;RUE;17;ANDRE LEROUX;;AE;260;5;35.8;35;;Appartement;2
33522162610AI52554;33522;16;;AV;2610;VIEILLE TOUR;;AI;525;54;20.15;19;;Appartement;1
335336B36A7973;33533;6;B;RTE;36;DE LA GARONNE;;A;797;3;62.55;65;;Appartement;2
3400324776OM1690;34003;24;;ALL;776;DE LA FLANERIE;;OM;16;90;23.7;23;;Appartement;1
3407994516BR18936;34079;94;;RUE;516;FRANCOISE GIROUD;;BR;189;36;44.14;43;;Appartement;2
341578390CR7810;34157;8;;AV;390;GAL DE GAULLE;;CR;78;10;59.19;72;;Appartement;3
34301A021AI145163;34301;;;RES;A021;PORT VAUBAN;;AI;145;163;62.66;71;;Appartement;3
352102B60BE38929;35210;2;B;AV;60;CHARLES LE GOFFIC;;BE;389;29;56.15;61;;Appartement;3
3523822660AC50467;35238;2;;RUE;2660;DUGUESCLIN;;AC;504;67;16.54;17;;Appartement;1
3726172705AO15713;37261;7;;RUE;2705;JEAN LURCAT;;AO;157;13;65.52;66;;Appartement;3
38185423820BM9645;38185;42;;CRS;3820;JEAN JAURES;;BM;96;45;31;31;;Appartement;2
3818536740CX12335;38185;3;;AV;6740;DE VALMY;;CX;123;35;61.23;62;;Appartement;3
38185102480DM1017;38185;10;;RUE;2480;ELISEE CHATIN;;DM;10;17;76.75;73;;Appartement;3
381915519A400AD63712;38191;5519;;RES;A400;LES TERRASSES DE L ALPE I;;AD;637;12;16.3;17;;Appartement;1
384211291BE29322;38421;1;;RUE;291;FRANZ LISZT;;BE;293;22;60.73;61;;Appartement;4
38421282BH33331;38421;2;;RUE;82;SIMONE DE BEAUVOIR;;BH;333;31;81.25;81;;Appartement;4
395267801AH681;39526;7;;PL;801;DE LA VICTOIRE;;AH;68;1;97.41;101;;Maison;5
40088111880AE18113;40088;11;;RUE;1880;DES SERRES;;AE;181;13;85.32;78;;Appartement;4
40281220522AE30460;40281;220;;CHE;522;DE LAREIGNE;;AE;304;60;45.94;46;;Appartement;2
402849T113BK3112;40284;9;T;AV;113;DE LA GARE;;BK;311;2;53.22;50;;Maison;3
4031211888AD180710;40312;1;;ALL;1888;HELENE ET JACQUES SOLOMON;;AD;1807;10;65.26;65;;Appartement;3
4031231983AI171811;40312;3;;PL;1983;ALEXANDRE VIRO;;AI;1718;11;91.43;90;;Appartement;4
403178050AA52926;40317;80;;RTE;50;DE L ETANG;;AA;529;26;74.39;74;;Maison;4
42005333270AV2812;42005;33;;RUE;3270;DU TREYVE;;AV;281;2;90.2;66;;Appartement;3
4218785B1680AW3143;42187;85;B;RUE;1680;JOANNY AUGE;;AW;3;143;76.75;77;;Appartement;3
4218712300AX73313;42187;12;;RUE;300;BERCHOUX;;AX;733;13;41.31;42;;Appartement;2
42187101055BT64346;42187;10;;RUE;1055;DES ECOLIERS;;BT;64;346;61.37;59;;Appartement;2
42332115112BE5461;42332;115;;RUE;112;DU MOULIN A VENT PROLONGE;;BE;54;61;75.95;70;;Appartement;4
43157331910AX28635;43157;33;;RUE;1910;ST GILLES;;AX;286;35;36.98;50;;Appartement;2
44035291599AL89248;44035;29;;RUE;1599;CHARLES NUNGESSER;;AL;89;248;51.77;51;;Maison;3
441092490TX169;44109;2;;IMP;490;DE L HOTEL DIEU;;TX;16;9;62.88;50;;Maison;1
44132441040AD701713;44132;44;;BD;1040;OCEANIDES;;AD;701;713;67.98;68;;Appartement;2
441985203AI28052;44198;5;;RUE;203;LOUISE MICHEL;;AI;280;52;53.25;52;;Appartement;2
4507528565BC4162;45075;28;;RUE;565;GUSTAVE EIFFEL;;BC;416;2;60.7;60;;Appartement;3
45232481570AN62333;45232;481;;AV;570;DU LOIRET;;AN;623;33;70.03;68;;Appartement;4
45234133100AO7738;45234;13;;RUE;3100;DE GAUCOURT;;AO;773;8;44.39;45;;Appartement;2
4528428551BI867869;45284;28;;RUE;551;DE LA HAUTE CROIX;;BI;867;869;26.25;26;;Appartement;1
49007636450BK72438;49007;63;;RUE;6450;DU PRE PIGEON;;BK;724;38;71.08;75;;Appartement;3
49007995050CS53422;49007;99;;RUE;5050;DE LA MADELEINE;;CS;534;22;21.62;20;;Appartement;1
490991A080AB593814;49099;1;;;A080;LE CARRE DES TOILES;;AB;593;814;39.78;40;;Appartement;2
50147721640AK3402;50147;72;;RUE;1640;SAINT PIERRE;;AK;340;2;59.19;59;;Appartement;2
511082180BE3988;51108;2;;RUE;180;DES AUGUSTINS;;BE;398;8;31.79;30;;Appartement;1
512301300BI8454;51230;1;;PL;300;CARNOT;;BI;845;4;43.85;44;;Appartement;2
542631790AD11316;54263;17;;RUE;90;DU BOUCAU;;AD;113;16;58.53;56;;Appartement;3
560233338ZS22480;56023;3;;IMP;338;DU RAIL;;ZS;224;80;38.01;38;;Appartement;2
60342324195AI6059;60342;324;;RUE;195;DE LA REPUBLIQUE;;AI;60;59;43.84;44;;Appartement;2
605132B80AE1582;60513;2;B;RUE;80;DES CLIGNETTES;;AE;158;2;64.45;80;;Appartement;4
628931725AO590820;62893;1;;RUE;725;SAINT EXUPERY;;AO;590;820;87.68;82;;Maison;4
641022983AR23737;64102;2;;ALL;983;DE LA GRAVIERE;;AR;237;37;54.68;54;;Appartement;2
690899B860BZ19926;69089;9;B;CHE;860;DU LOUP;;BZ;199;26;60.77;61;;Appartement;3
6917618B101AB7242;69176;18;B;RUE;101;DU PERRON;;AB;724;2;104.11;102;;Maison;4
692644371860AL2342;69264;437;;RUE;1860;DE THIZY;;AL;234;2;56.02;57;;Appartement;3
69381143600AO18054;69381;14;;RUE;3600;IMBERT COLOMES;;AO;180;54;28.17;54;;Appartement;3
6938366175BS318;69383;6;;RUE;6175;ROUX SOIGNAT;;BS;31;8;49.13;52;;Appartement;1
69384492620AZ4641;69384;49;;RUE;2620;EUGENE PONS;;AZ;46;41;51.01;52;;Appartement;2
72181151795AT51721;72181;15;;PL;1795;EDOUARD DE LA BOUSSINIERE;;AT;517;21;20.92;21;;Appartement;1
732575669HA021AM41388;73257;5669;H;;A021;IMM ARCELLE 1;;AM;413;88;30.84;27;;Appartement;2
74236448467A3059245;74236;448;;AV;467;DU MONT PACCARD;;A;3059;245;16.7;25;;Appartement;2
7431111613C233127;74311;116;;RUE;13;DE L AUTOMNE;;C;2331;27;47.17;47;;Appartement;2
7510376834AF9932;75103;7;;RUE;6834;NOTRE DAME DE NAZARETH;;AF;99;32;27.37;26;;Appartement;2
75103671275AI535;75103;67;;RUE;1275;DE BRETAGNE;;AI;5;35;26.43;11;;Appartement;1
75104229191AF2637;75104;22;;RUE;9191;DU TEMPLE;;AF;26;37;34.6;27;;Appartement;2
7510595362AL10048;75105;9;;RUE;5362;LARREY;;AL;100;48;27.01;26;;Appartement;1
7510614686AU517;75106;1;;RUE;4686;HUYSMANS;;AU;5;17;29.5;29;;Appartement;1
75106628735BF1630;75106;62;;RUE;8735;SAINT PLACIDE;;BF;16;30;110.09;109;;Appartement;5
75106668151BH7226;75106;66;;RUE;8151;DE RENNES;;BH;72;26;165.15;163;;Appartement;5
75106451087BJ5915;75106;45;;RUE;1087;BONAPARTE;;BJ;59;15;78.83;79;;Appartement;3
75106278767BM1817;75106;27;;RUE;8767;DES SAINTS PERES;;BM;18;17;48.96;52;;Appartement;2
751101393516AL4455;75110;139;;RUE;3516;DU FBG SAINT DENIS;;AL;44;55;36.47;29;;Appartement;2
75110327350AL53;75110;32;;RUE;7350;DES PETITS HOTELS;;AL;5;3;49.6;50;;Appartement;2
75110252938BB57116;75110;25;;PAS;2938;DUBAIL;;BB;57;116;69.08;71;;Appartement;3
75110139838BK418;75110;13;;BD;9838;DE LA VILLETTE;;BK;41;8;50.78;48;;Appartement;3
7511166714AM3919;75111;6;;RUE;6714;DE NEMOURS;;AM;39;19;18.21;23;;Appartement;1
75111158208BH1849;75111;15;;BD;8208;RICHARD LENOIR;;BH;18;49;130.65;135;;Appartement;5
7511145915BT2931;75111;4;;RUE;5915;MAILLARD;;BT;29;31;53.8;53;;Appartement;3
7511145915BT2932;75111;4;;RUE;5915;MAILLARD;;BT;29;32;31.48;32;;Appartement;2
7511191170CP1624;75111;9;;RUE;1170;DES BOULETS;;CP;16;24;26.98;23;;Appartement;2
7511211809CM3830;75112;11;;AV;809;DU BEL AIR;;CM;38;30;64.38;57;;Appartement;3
75112165237EO1817;75112;16;;RUE;5237;LACUEE;;EO;18;17;48.65;50;;Appartement;2
751131206594DV5110;75113;120;;RUE;6594;DU MOULIN DES PRES;;DV;51;10;47.03;51;;Appartement;2
75114451158CL635;75114;45;;RUE;1158;BOULARD;;CL;63;5;52.28;31;;Appartement;3
75114415000CU732;75114;41;;RUE;5000;JONQUOY;;CU;73;2;77.97;75;;Appartement;4
75114125000CW87;75114;12;;RUE;5000;JONQUOY;;CW;8;7;54.56;50;;Appartement;3
75115103654BF646;75115;10;;RUE;3654;FIRMIN GILLOT;;BF;64;6;10.8;12;;Appartement;1
75115373705DG1132;75115;37;;RUE;3705;FONDARY;;DG;11;32;55.63;62;;Appartement;3
75116364141DV465;75116;36;;AV;4141;GEORGES MANDEL;;DV;46;5;360.95;357;;Appartement;8
75116152962EC4277;75116;15;;RUE;2962;DUFRENOY;;EC;42;77;30.02;27;;Appartement;1
7511711413AK1223;75117;11;;RUE;413;DE L ARC DE TRIOMPHE;;AK;12;23;50.22;55;;Appartement;2
751171329330CD402;75117;132;;RUE;9330;DE TOCQUEVILLE;;CD;40;2;28.35;14;;Appartement;1
75117325473CJ27103;75117;32;;RUE;5473;LEGENDRE;;CJ;27;103;48.88;50;;Appartement;3
75117171984CK6811;75117;17;;RUE;1984;DE CHEROY;;CK;68;11;131.25;135;;Appartement;7
7511776803CO6512;75117;7;;RUE;6803;NOLLET;;CO;65;12;39.34;42;;Appartement;3
7511731292CP4712;75117;3;;RUE;1292;BRIDAINE;;CP;47;12;22.84;22;;Appartement;1
75117986803CS8823;75117;98;;RUE;6803;NOLLET;;CS;88;23;83.25;80;;Appartement;4
75118752921BT64119;75118;75;;RUE;2921;DOUDEAUVILLE;;BT;64;119;13.15;11;;Appartement;1
75120377508DX82187;75120;37;;RUE;7508;DE LA PLAINE;;DX;82;187;46.01;48;;Appartement;2
77061265C210317;77061;2;;SQ;65;BRUSSEAU;;C;2103;17;39.6;52;;Appartement;2
7707924320AH82448;77079;24;;RUE;320;GRANDE;;AH;824;48;45.45;46;;Appartement;2
771181116ZI233115;77118;1;;RUE;116;DE BOURGOGNE;;ZI;233;115;60.7;60;;Appartement;3
772843978BI84512;77284;3;;PL;978;PAUL EMILE VICTOR;;BI;845;12;55.2;55;;Appartement;3
77285120375BP564250;77285;120;;ALL;375;DE PLEIN CIEL;;BP;56;4250;100.8;100;;Appartement;5
772884165AO631;77288;41;;BD;65;DE L ALMONT;;AO;63;1;25.45;25;;Appartement;1
773073877ZA182238;77307;38;;RUE;77;DE LA CHARBONNIERE;;ZA;182;238;40.35;40;;Appartement;1
774195929BA007A16213;77419;5929;B;CITE;A007;DES GUETTES;;A;162;13;99.42;99;;Appartement;4
7745017220AI1425;77450;17;;RUE;220;DE LA MARNE;;AI;142;5;118.56;107;;Maison;5
774874573AC21210;77487;4;;;573;RES LA FONTAINE SAINT MARC;;AC;21;210;66.42;67;;Appartement;3
78146250AI725133;78146;2;;QUAI;50;DE L AMIRAL MOUCHEZ;;AI;725;133;75.16;75;;Appartement;3
781651464AC2918;78165;1;;AV;464;MONTAIGNE;;AC;29;18;56.83;54;;Appartement;3
78358571990AL51659;78358;57;;AV;1990;DE SAINT GERMAIN;;AL;516;59;27.01;25;;Appartement;1
78358571990AL51660;78358;57;;AV;1990;DE SAINT GERMAIN;;AL;516;60;111;112;;Appartement;5
7837226207AD3584207;78372;26;;ALL;207;CLAUDE MONET;;AD;358;4207;52.53;53;;Appartement;2
783822265AH9976;78382;22;;RUE;65;DU GEN DE GAULLE;;AH;997;6;55.03;65;;Appartement;4
784812795AK563207;78481;2;;AV;795;P MARTIN LUTHER KING;;AK;563;207;88.78;91;;Appartement;5
7858661680AX2363;78586;6;;AV;1680;JEAN JAURES;;AX;236;3;17.78;20;;Appartement;1
7864632560BE4221;78646;3;;RUE;2560;REMONT;;BE;422;1;98.99;110;;Maison;5
80021237210XZ7538;80021;23;;RUE;7210;SAINT GERMAIN;;XZ;75;38;19.97;20;;Appartement;1
8022877638AX25;80228;77;;RUE;638;DE MAYOCQ;;AX;2;5;87.02;85;;Maison;4
82121302210BN1520;82121;30;;RUE;2210;DE LA COMEDIE;;BN;15;20;48.4;52;;Appartement;2
83009183297AC5136;83009;183;;BD;297;DE PIERREPLANE;;AC;513;6;25.29;26;;Appartement;1
8311222379CM8229;83112;22;;AV;379;DU PORT;;CM;82;29;68.46;70;;Appartement;3
831371841225DV212;83137;184;;AV;1225;DU CARMEL;;DV;21;2;57.68;51;;Appartement;3
8403157582BR1720;84031;57;;RUE;582;DU DOC PACCARD;;BR;17;20;63.17;79;;Appartement;3
85164271445AO26651;85164;27;;BD;1445;DE L'OCEAN;;AO;266;51;52.9;52;;Appartement;3
87085224150DE1602107;87085;22;;RUE;4150;PIERRE LEROUX;;DE;160;2107;44.4;44;;Appartement;2
87161636B053AK455;87161;636;;;B053;CITE DU DOCTEUR BARRIERE;;AK;45;5;65.74;56;;Appartement;3
88160101665AH364102;88160;10;;RUE;1665;MARIE MARVINGT;;AH;364;102;61.74;64;;Appartement;3
881811520AH4413;88181;15;;RUE;20;DES AULNES;;AH;44;13;70.19;49;;Appartement;3
910864D202B50938;91086;4;D;RUE;202;CAROLINE RIER;;B;509;38;66.05;66;;Appartement;3
911562120AC1964;91156;2;;RUE;120;DES FRANCS BOURGEOIS;;AC;196;4;89.43;89;;Maison;5
91174381810BK328;91174;38;;BD;1810;DE FONTAINEBLEAU;;BK;32;8;71.64;69;;Appartement;3
9132669870AB2425;91326;69;;AV;870;DES FAUVETTES;;AB;242;5;107.15;109;;Maison;5
92002343570AF2463;92002;34;;AV;3570;FRANCOIS MOLE;;AF;246;3;87.01;96;;Appartement;4
9200449130AC1610;92004;49;;AV;130;D ARGENTEUIL;;AC;16;10;52.9;53;;Appartement;3
9200481611AG721;92004;81;;RUE;611;DU BAC;;AG;72;1;63.2;60;;Appartement;3
92004971471AV3736;92004;97;;RUE;1471;DU CHATEAU;;AV;37;36;122.8;75;;Maison;5
92004218126D11745;92004;21;;AV;8126;DE LA REDOUTE;;D;117;45;53.39;52;;Appartement;2
92004104140O11516;92004;10;;RUE;4140;GEORGES GUYNEMER;;O;115;16;25.5;27;;Appartement;1
9200922150F26711;92009;221;;AV;50;D ARGENTEUIL;;F;267;11;27.73;22;;Appartement;2
92009358116J22661;92009;35;;RUE;8116;RASPAIL;;J;226;61;56.21;50;;Appartement;3
92012867138AY88224;92012;867;;CRS;138;AQUITAINE;;AY;88;224;96.33;93;;Appartement;4
92012568130BM1918;92012;56;;BD;8130;DE LA REPUBLIQUE;;BM;19;18;49.42;50;;Appartement;2
920122120E473;92012;2;;RUE;120;DE L ANCIENNE MAIRIE;;E;47;3;51.34;50;;Appartement;2
9201235170S757;92012;35;;BD;170;D AUTEUIL;;S;75;7;149.71;148;;Appartement;5
920241050AC17123;92024;10;;AV;50;ANATOLE FRANCE;;AC;171;23;44.5;44;;Appartement;2
9203238170S23140;92032;3;;RUE;8170;DES ROSES;;S;23;140;23.95;20;;Appartement;1
92036139650V80118;92036;13;;RUE;9650;VILLEBOIS MAREUIL;;V;801;18;76.07;75;;Maison;3
920401215S1381;92040;12;;RUE;15;DES ACACIAS;;S;138;1;70;55;;Maison;3
9204413680Q272371;92044;136;;RUE;80;ARISTIDE BRIAND;;Q;272;371;66.05;65;;Appartement;3
920445620T3821;92044;5;;RUE;620;BARBES;;T;38;21;85.07;84;;Appartement;4
9204815200AP37825;92048;15;;RUE;200;BANES;;AP;378;25;58.94;59;;Appartement;3
9205017T8515CJ922;92050;17;T;RUE;8515;SADI CARNOT;;CJ;92;2;30.52;45;;Appartement;3
92050209690F13181066;92050;20;;RUE;9690;DE ZILINA;;F;1318;1066;71.62;68;;Appartement;3
9205176859AE4515;92051;7;;ALL;6859;D ORLEANS;;AE;45;15;48.65;40;;Appartement;3
92051114135AO1243;92051;11;;RUE;4135;DU GAL H BERTIER;;AO;124;3;122.79;130;;Appartement;4
920601193131U101610;92060;119;;AV;3131;EDOUARD HERRIOT;;U;101;610;68.51;67;;Appartement;3
9206285175Y17212;92062;8;;RUE;5175;LUCIEN VOILIN;;Y;172;12;23.28;22;;Appartement;1
920631151250AD147184;92063;115;;RUE;1250;ESTIENNE D ORVES;;AD;147;184;22.51;22;;Appartement;1
920729520AO15811;92072;9;;RUE;520;CROIX BOSSET;;AO;158;11;53.68;53;;Appartement;2
920731011470AR1634;92073;101;;RUE;1470;DES CHENES;;AR;163;4;88.9;87;;Maison;4
93006238130AB1626;93006;23;;AV;8130;DE LA REPUBLIQUE;;AB;16;26;64.41;60;;Appartement;4
93045987130H23145;93045;98;;AV;7130;PASTEUR;;H;231;45;21.28;21;;Appartement;1
93045718160J9537;93045;71;;RUE;8160;DE ROMAINVILLE;;J;95;37;49.28;48;;Appartement;3
93048137B7135BH837;93048;137;B;RUE;7135;DE PARIS;;BH;83;7;64.41;48;;Appartement;3
93048136850BX72141;93048;13;;RUE;6850;DES ORMES;;BX;72;141;82.56;83;;Appartement;4
9307247134A78628;93072;4;;ALL;7134;PAUL LANGEVIN;;A;786;28;73.6;73;;Appartement;4
930738757AL420338;93073;8;;ALL;757;JOHANNES KEPLER;;AL;420;338;93.49;93;;Appartement;5
94002203536K9931;94002;20;;RUE;3536;FELIX EBOUE;;K;99;31;72.52;75;;Maison;4
94002496123P10025;94002;49;;RUE;6123;MARCEL BOURDARIAS;;P;100;25;59.69;57;;Appartement;3
940049002A056AB25530041;94004;9002;;RES;A056;L ANGEVINE 2;;AB;255;30041;85.22;84;;Appartement;4
940181977115A6229;94018;197;;RUE;7115;DE PARIS;;A;62;29;34.92;34;;Appartement;2
94022254780S1533;94022;25;;RUE;4780;JULES VALLES;;S;153;3;49.45;31;;Maison;1
9402816133AM178295;94028;1;;RUE;6133;MARIN LA MESLEE;;AM;178;295;81.95;82;;Appartement;4
94037184730K31017;94037;18;;AV;4730;JEAN JAURES;;K;310;17;68.12;68;;Appartement;3
9404183125AS10423;94041;8;;RUE;3125;EMILE BLIN;;AS;104;23;20.5;25;;Appartement;1
9404354140F861617;94043;5;;RUE;4140;GEORGES POMPIDOU;;F;86;1617;26.72;28;;Appartement;1
940449001591AC130140;94044;9001;;;591;RES VERDUN LECLERC;;AC;130;140;41.7;39;;Appartement;2
9404413291AC56632008;94044;13;;PL;291;LOUIS ARAGON;;AC;566;32008;63.77;63;;Appartement;3
9405276148F3129;94052;7;;RUE;6148;DU MARECHAL VAILLANT;;F;31;29;44.04;52;;Appartement;3
94052497130L20730;94052;49;;RUE;7130;PAUL BERT;;L;207;30;28.5;28;;Appartement;1
940603990AL48270;94060;39;;AV;90;DE BRETAGNE;;AL;48;270;94.35;81;;Maison;5
940604480AR25325;94060;4;;RUE;480;RENARD;;AR;253;25;77.15;77;;Appartement;4
9406026260AR46;94060;26;;RUE;260;JEAN JAURES;;AR;4;6;72.75;72;;Appartement;4
9406813170Z41;94068;13;;AV;170;DES ARTS;;Z;4;1;304.8;300;;Maison;9
94074795AE13997;94074;7;;RUE;95;ELSA TRIOLET;;AE;139;97;82.21;86;192;Maison;4
9407825400AP1781;94078;25;;RUE;400;DE CROSNE;;AP;178;1;40.04;39;;Appartement;2
94080336180A19917;94080;33;;RUE;6180;DE MONTREUIL;;A;199;17;77.41;82;;Appartement;4
94080164115X1687;94080;16;;AV;4115;DU GAL DE GAULLE;;X;168;7;146.82;150;;Appartement;5
95039480AD8021;95039;;;RUE;480;PARMENTIER;;AD;802;1;41.75;45;;Appartement;3
951992710AS455315;95199;27;;RUE;10;ALBERT MEUNIER;;AS;455;315;56.91;61;;Appartement;3
952193357AN31162;95219;3;;ALL;357;CHARLES PEGUY;;AN;311;62;69.31;70;;Appartement;3
953061460BK159729;95306;1;;AV;460;FOCH;;BK;159;729;80.28;94;;Appartement;4
95527B024AN36627;95527;;;;B024;DERRIERE LES TOURNELLES;;AN;366;27;77.7;78;;Maison;4
0103339110AE44031;01033;39;;RUE;110;BUFFON;;AE;440;31;108.65;91;;Appartement;4
0125815140A7193;01258;151;;RTE;40;DE BELLEVILLE;;A;719;3;86.8;90;;Appartement;3
013548120BH7911;01354;8;;RUE;120;DE GENEVE;;BH;79;11;52.58;52;;Appartement;2
0319022950AT47761;03190;22;;RUE;950;DE LA FRATERNITE;;AT;477;61;34.9;38;;Appartement;1
